payment_id,loan_id,fecha_pago,monto_pagado,estado_pago,canal_pago
P6279418,L000026,2024-10-26,983.97,Pagado,Agencia
P9512969,L000412,2024-10-26,650.68,Pagado,App
P1367643,L001289,2024-10-26,2586.15,Pagado,Agencia
P4524102,L001446,2024-10-26,783.31,Pagado,App
P4401858,L001593,2024-10-26,1042.49,Pagado,Agente
P6026630,L001665,2024-10-26,2815.5,Pagado,Agencia
P6388299,L000687,2024-10-27,1457.63,Parcial,App
P8973915,L000050,2024-10-28,4390.13,Parcial,App
P8096887,L000085,2024-10-28,510.74,Pagado,Agencia
P5589036,L001267,2024-10-28,302.25,Pagado,App
P8340032,L001711,2024-10-28,692.46,Pagado,Agencia
P5614226,L000002,2024-10-29,1408.34,Parcial,App
P5521644,L000280,2024-10-29,1989.61,Pagado,Agencia
P4854922,L001551,2024-10-29,12772.7,Pagado,App
P1381650,L001793,2024-10-29,202.0,Pagado,Débito automático
P8896868,L000122,2024-10-30,1715.46,Pagado,Agente
P4558545,L000372,2024-10-30,2527.51,Pagado,Débito automático
P5609255,L001601,2024-10-30,2678.6,Pagado,App
P9548432,L000031,2024-10-31,1345.89,Vencido,App
P8841505,L000194,2024-10-31,1933.66,Pagado,Débito automático
P4429650,L000435,2024-10-31,5068.88,Pagado,App
P2832517,L000681,2024-10-31,320.17,Pagado,App
P6372622,L000779,2024-10-31,2591.7,Pagado,Agente
P3804559,L001185,2024-10-31,892.23,Pagado,App
P5227836,L001242,2024-10-31,6489.87,Parcial,Débito automático
P8558212,L001360,2024-10-31,8936.62,Parcial,Agente
P5192561,L001668,2024-10-31,2232.25,Pagado,Débito automático
P6171716,L000116,2024-11-01,8209.74,Pagado,Agente
P2686548,L000246,2024-11-01,14107.34,Pagado,Agente
P8664433,L000333,2024-11-01,593.86,Pagado,Agente
P4979651,L000334,2024-11-01,232.05,Pagado,App
P3126655,L000379,2024-11-01,13067.59,Pagado,App
P4699685,L000434,2024-11-01,1828.25,Pagado,App
P8763013,L000471,2024-11-01,4786.69,Pagado,Agencia
P4346346,L001109,2024-11-01,730.73,Pagado,Agente
P5565653,L001675,2024-11-01,2459.34,Pagado,App
P8043503,L000522,2024-11-02,873.52,Pagado,Débito automático
P6263895,L000657,2024-11-02,572.97,Pagado,Débito automático
P9286475,L000693,2024-11-02,336.48,Pagado,App
P3160763,L001094,2024-11-02,11033.58,Pagado,App
P5520117,L001210,2024-11-02,338.57,Pagado,Débito automático
P5150624,L001651,2024-11-02,168.56,Parcial,App
P4205394,L000233,2024-11-03,5715.12,Pagado,Agencia
P1861958,L000258,2024-11-03,2221.51,Pagado,App
P8610913,L000420,2024-11-03,633.69,Parcial,Agencia
P7417066,L001762,2024-11-03,1617.44,Pagado,Agente
P7227644,L001599,2024-11-04,346.51,Pagado,App
P7360307,L000198,2024-11-05,261.04,Pagado,Agencia
P1552000,L000818,2024-11-05,2890.02,Pagado,Agencia
P8755439,L000021,2024-11-06,5585.62,Pagado,Agencia
P8023480,L001181,2024-11-06,1571.57,Pagado,Agente
P2338687,L000015,2024-11-07,203.05,Pagado,App
P8410995,L000332,2024-11-07,3782.61,Parcial,App
P1847927,L000616,2024-11-07,631.46,Pagado,Agencia
P8230636,L000841,2024-11-07,160.06,Parcial,Agente
P7523581,L000906,2024-11-07,571.45,Pagado,App
P2916496,L000910,2024-11-07,4148.04,Pagado,App
P9078508,L001503,2024-11-07,945.47,Pagado,Débito automático
P2367376,L000488,2024-11-08,700.2,Parcial,App
P1512765,L001226,2024-11-08,939.46,Vencido,App
P4339637,L000631,2024-11-09,1228.84,Vencido,App
P9131572,L001111,2024-11-09,222.85,Parcial,App
P6703681,L001574,2024-11-09,1491.46,Pagado,App
P6013251,L001699,2024-11-09,591.08,Pagado,Agencia
P5437923,L000010,2024-11-10,3031.84,Pagado,Débito automático
P1257489,L000315,2024-11-10,6252.48,Pagado,Débito automático
P2233658,L000623,2024-11-10,1050.68,Pagado,App
P3371602,L000915,2024-11-10,593.86,Pagado,Débito automático
P2217848,L001437,2024-11-10,2566.5,Pagado,App
P8852574,L000033,2024-11-11,55.41,Pagado,Agencia
P3560856,L000401,2024-11-11,1705.57,Vencido,Agencia
P9655523,L000507,2024-11-11,3834.75,Pagado,App
P4457475,L000743,2024-11-11,315.32,Parcial,App
P3288101,L001442,2024-11-11,972.46,Pagado,Agencia
P5130133,L001462,2024-11-11,2860.29,Parcial,App
P3582322,L001706,2024-11-11,903.78,Pagado,Agencia
P7009980,L000956,2024-11-12,2028.89,Pagado,App
P9258194,L001123,2024-11-12,5578.91,Pagado,App
P1120696,L001538,2024-11-12,14153.5,Pagado,Débito automático
P9955411,L001657,2024-11-12,737.34,Vencido,Agente
P6137284,L000238,2024-11-13,116.86,Pagado,App
P2696860,L000496,2024-11-13,171.81,Pagado,App
P9344531,L001251,2024-11-13,576.36,Vencido,App
P5065372,L001779,2024-11-13,359.67,Pagado,Agencia
P5002120,L000205,2024-11-14,1963.34,Pagado,App
P3747534,L000209,2024-11-14,654.88,Pagado,Agencia
P8628891,L000371,2024-11-14,317.41,Parcial,Agente
P6060517,L000385,2024-11-14,869.06,Pagado,App
P3253277,L001463,2024-11-14,1583.33,Pagado,App
P6882609,L000937,2024-11-15,287.04,Pagado,Débito automático
P2293325,L001499,2024-11-15,1050.31,Pagado,App
P8071943,L001617,2024-11-15,163.11,Pagado,Débito automático
P7915632,L001660,2024-11-15,4157.18,Pagado,Agencia
P7752972,L000276,2024-11-16,662.68,Pagado,Débito automático
P5342289,L001091,2024-11-16,1266.51,Pagado,Agencia
P1826965,L001203,2024-11-16,467.34,Pagado,Agente
P3402902,L001265,2024-11-16,3109.63,Pagado,Agente
P1771287,L001329,2024-11-16,963.01,Pagado,Agente
P5826554,L001792,2024-11-16,643.76,Pagado,App
P3253031,L000102,2024-11-17,2080.07,Pagado,Débito automático
P1893502,L000512,2024-11-17,2104.38,Pagado,App
P5041494,L001334,2024-11-17,7443.72,Pagado,App
P6540652,L001685,2024-11-17,2420.6,Parcial,Agente
P8630043,L000351,2024-11-18,2413.31,Pagado,Débito automático
P3726331,L000637,2024-11-18,328.91,Pagado,Agente
P5234874,L000808,2024-11-18,999.26,Pagado,Agencia
P1087161,L000839,2024-11-18,17277.29,Parcial,Débito automático
P9720112,L001065,2024-11-18,209.32,Pagado,Agencia
P5633880,L001189,2024-11-18,1056.16,Parcial,Agencia
P2615622,L001525,2024-11-18,3605.3,Pagado,Débito automático
P9961299,L000248,2024-11-19,1698.81,Parcial,Débito automático
P2069713,L000731,2024-11-19,4112.16,Pagado,Débito automático
P8691502,L000956,2024-11-19,2553.68,Pagado,Débito automático
P9600719,L001510,2024-11-19,1861.41,Pagado,Agente
P6493461,L000612,2024-11-20,10391.51,Pagado,Agente
P2126998,L000889,2024-11-20,3081.85,Pagado,App
P6554845,L001160,2024-11-20,2471.19,Pagado,Débito automático
P9368955,L001361,2024-11-20,261.88,Parcial,App
P9766777,L001537,2024-11-20,4938.57,Pagado,App
P9577712,L001750,2024-11-20,550.05,Pagado,App
P1914996,L001792,2024-11-20,694.83,Pagado,Débito automático
P4470105,L000183,2024-11-21,212.38,Pagado,Agente
P1822825,L000338,2024-11-21,7570.64,Pagado,Débito automático
P3112652,L000372,2024-11-21,3439.99,Pagado,Agencia
P4786401,L000263,2024-11-22,1111.12,Pagado,Débito automático
P3204724,L000343,2024-11-22,604.55,Pagado,Agencia
P4478616,L000655,2024-11-22,4199.77,Parcial,Agente
P5597283,L000964,2024-11-22,5622.8,Pagado,App
P2060950,L001437,2024-11-22,4353.25,Pagado,Débito automático
P5014486,L000681,2024-11-23,520.46,Pagado,Agencia
P5105957,L000744,2024-11-23,407.34,Parcial,Agencia
P7569981,L001142,2024-11-23,4057.88,Pagado,App
P8284673,L001159,2024-11-23,997.38,Parcial,App
P8492618,L001552,2024-11-23,8944.34,Pagado,App
P1873301,L001553,2024-11-23,1291.03,Pagado,App
P2511341,L001769,2024-11-23,1155.97,Parcial,App
P4713925,L000354,2024-11-24,1221.3,Vencido,Débito automático
P8108462,L000730,2024-11-24,325.48,Pagado,Débito automático
P2221118,L000768,2024-11-24,797.31,Pagado,App
P8043341,L001061,2024-11-24,859.0,Pagado,App
P8086467,L001381,2024-11-24,1883.38,Pagado,App
P5783807,L001455,2024-11-24,155.86,Pagado,Agencia
P7851696,L000135,2024-11-25,7844.8,Pagado,Débito automático
P9418719,L000345,2024-11-25,5396.62,Pagado,Agencia
P7718433,L000453,2024-11-25,949.41,Pagado,Agencia
P6332789,L001408,2024-11-25,498.36,Pagado,Agente
P9312590,L000286,2024-11-26,39.6,Pagado,Débito automático
P1909393,L000288,2024-11-26,741.98,Pagado,Débito automático
P3427461,L000374,2024-11-26,1864.68,Parcial,App
P2081661,L001092,2024-11-26,251.57,Pagado,Débito automático
P5123584,L001105,2024-11-26,1243.35,Parcial,Agencia
P9535166,L001419,2024-11-26,367.6,Pagado,Débito automático
P7605473,L001605,2024-11-26,604.04,Pagado,Agente
P6075395,L000101,2024-11-27,346.72,Parcial,Agencia
P6634586,L000177,2024-11-27,219.94,Parcial,App
P7784725,L000238,2024-11-27,105.72,Pagado,App
P8344375,L000277,2024-11-27,10745.16,Pagado,Agente
P1770794,L000961,2024-11-27,568.66,Pagado,App
P8657937,L001220,2024-11-27,2941.74,Parcial,Agencia
P8937865,L001348,2024-11-27,238.69,Pagado,App
P7401806,L001690,2024-11-27,1138.45,Pagado,Agencia
P1012076,L001717,2024-11-27,120.92,Pagado,Débito automático
P8082668,L000032,2024-11-28,295.9,Pagado,App
P9028420,L000536,2024-11-28,1074.36,Pagado,Agente
P1532422,L000731,2024-11-28,3145.9,Parcial,Agencia
P4246367,L001456,2024-11-28,2254.13,Parcial,Agencia
P6291817,L001599,2024-11-28,383.19,Pagado,Débito automático
P6381096,L001785,2024-11-28,9508.11,Pagado,App
P5067770,L000681,2024-11-29,333.05,Pagado,App
P3335038,L000867,2024-11-29,715.14,Pagado,App
P2517010,L001079,2024-11-29,2505.27,Pagado,Agencia
P6669869,L001159,2024-11-29,1316.3,Parcial,Agencia
P1121097,L001667,2024-11-29,936.84,Pagado,App
P6663388,L000786,2024-11-30,2571.31,Pagado,Débito automático
P4669507,L000797,2024-11-30,1260.7,Vencido,App
P8366370,L000934,2024-11-30,1143.77,Pagado,App
P8575834,L000398,2024-12-01,275.27,Parcial,Agencia
P5582979,L000428,2024-12-01,1103.83,Pagado,Agente
P9272543,L001151,2024-12-01,2596.6,Pagado,Agente
P9757456,L001351,2024-12-01,1457.02,Parcial,Agencia
P9957402,L001380,2024-12-01,756.65,Pagado,Agencia
P2060605,L000354,2024-12-02,1014.05,Pagado,Débito automático
P2242387,L000576,2024-12-02,269.58,Pagado,App
P2299954,L000174,2024-12-03,728.28,Pagado,App
P5892153,L001052,2024-12-03,2531.55,Vencido,Agencia
P2007511,L001705,2024-12-03,4376.16,Pagado,Débito automático
P8294150,L000038,2024-12-04,704.53,Pagado,App
P1211652,L001690,2024-12-04,2371.59,Vencido,Agencia
P7697318,L001771,2024-12-04,5100.08,Parcial,Débito automático
P6452832,L000231,2024-12-05,21185.51,Pagado,App
P4256752,L000246,2024-12-05,18075.78,Pagado,App
P1941524,L000322,2024-12-05,1021.03,Pagado,Agencia
P1583829,L000559,2024-12-05,723.83,Parcial,App
P1609681,L000691,2024-12-05,2963.33,Pagado,Débito automático
P9277218,L001055,2024-12-05,4541.8,Parcial,App
P8040612,L001151,2024-12-05,2578.95,Pagado,Agencia
P7623718,L001182,2024-12-05,1993.03,Pagado,App
P4367636,L001219,2024-12-05,1046.23,Pagado,App
P2976835,L001537,2024-12-05,3698.44,Pagado,Débito automático
P1442329,L001647,2024-12-05,264.43,Pagado,Débito automático
P4679591,L000031,2024-12-06,1127.22,Pagado,Agencia
P7774229,L000091,2024-12-06,1000.34,Pagado,App
P6207974,L000155,2024-12-06,821.75,Pagado,Agencia
P2454383,L000985,2024-12-06,921.05,Pagado,Agente
P5613428,L001103,2024-12-06,810.14,Parcial,Agencia
P5936726,L001574,2024-12-06,1468.22,Parcial,Débito automático
P8761611,L000072,2024-12-07,1685.1,Pagado,App
P2760168,L001297,2024-12-07,163.19,Pagado,Débito automático
P1840206,L001306,2024-12-07,4648.16,Vencido,Agencia
P1915467,L001332,2024-12-07,692.68,Pagado,App
P8090293,L000007,2024-12-08,6099.38,Pagado,Agente
P7878299,L000315,2024-12-08,5059.87,Pagado,App
P5990112,L000601,2024-12-08,1228.97,Pagado,App
P8175669,L000703,2024-12-08,2183.78,Pagado,App
P2305378,L001145,2024-12-08,2713.79,Pagado,Agencia
P5186600,L001148,2024-12-08,38.01,Vencido,App
P8658158,L000165,2024-12-09,1334.58,Vencido,Débito automático
P1107102,L000794,2024-12-09,1667.19,Pagado,Agente
P2654343,L000879,2024-12-09,678.68,Pagado,Débito automático
P8583162,L000950,2024-12-09,781.89,Pagado,Débito automático
P1142182,L000982,2024-12-09,381.78,Pagado,Débito automático
P2690268,L001609,2024-12-09,199.48,Pagado,Débito automático
P5606980,L000173,2024-12-10,6477.51,Pagado,App
P8025967,L000653,2024-12-10,958.84,Pagado,Débito automático
P2209981,L001427,2024-12-10,81.23,Pagado,App
P9770256,L000478,2024-12-11,1892.78,Vencido,App
P8434162,L001210,2024-12-11,357.42,Pagado,App
P6128383,L001459,2024-12-11,1767.24,Pagado,Agencia
P4926181,L001483,2024-12-11,806.04,Pagado,Agente
P5764956,L001798,2024-12-11,108.84,Pagado,Débito automático
P1397023,L000124,2024-12-12,2492.77,Pagado,Agencia
P8519121,L000234,2024-12-12,2383.36,Vencido,Débito automático
P4860745,L000339,2024-12-12,2165.79,Pagado,Agente
P4346548,L000539,2024-12-12,5621.31,Pagado,Agencia
P1279121,L000643,2024-12-12,2001.57,Pagado,App
P3396676,L000981,2024-12-12,502.13,Pagado,Agencia
P5339593,L001232,2024-12-12,4362.21,Parcial,Débito automático
P7046955,L001699,2024-12-12,1317.02,Pagado,App
P6964596,L001706,2024-12-12,1101.32,Pagado,App
P1827302,L001771,2024-12-12,7119.93,Pagado,Débito automático
P4609524,L000614,2024-12-13,1449.57,Vencido,Débito automático
P6006190,L000692,2024-12-13,1422.09,Parcial,Agencia
P2777454,L000879,2024-12-13,632.65,Pagado,Débito automático
P4469093,L001483,2024-12-13,1017.91,Pagado,Agente
P9254323,L001676,2024-12-13,193.39,Pagado,Agencia
P3321531,L000178,2024-12-14,1720.54,Pagado,App
P7166661,L000979,2024-12-14,976.57,Pagado,App
P5858602,L001675,2024-12-14,3921.75,Pagado,Agente
P6380354,L001719,2024-12-14,1749.64,Pagado,Débito automático
P3684052,L000032,2024-12-15,497.69,Vencido,Débito automático
P3954473,L001122,2024-12-15,6874.9,Parcial,Agente
P8239315,L001528,2024-12-15,322.85,Pagado,App
P7236418,L001744,2024-12-15,5095.13,Pagado,App
P8870361,L000518,2024-12-16,7293.47,Pagado,Débito automático
P7299138,L001157,2024-12-16,1188.75,Pagado,Agencia
P5240244,L001293,2024-12-16,216.11,Pagado,Agencia
P3690622,L001301,2024-12-16,82.59,Pagado,Débito automático
P4548668,L001499,2024-12-16,756.45,Pagado,App
P9975319,L001677,2024-12-16,191.63,Parcial,Agencia
P1252794,L001702,2024-12-16,1392.86,Pagado,App
P2567468,L000596,2024-12-17,692.07,Pagado,Agente
P1050591,L000729,2024-12-17,4771.81,Parcial,Agencia
P1280618,L000803,2024-12-17,229.79,Pagado,App
P9767135,L001190,2024-12-17,863.75,Pagado,Agente
P1848243,L001221,2024-12-17,4517.65,Pagado,Débito automático
P3262755,L001775,2024-12-17,7015.36,Parcial,Agente
P9517485,L000041,2024-12-18,6018.53,Vencido,App
P8047416,L000220,2024-12-18,128.79,Pagado,Débito automático
P5809835,L000804,2024-12-18,686.23,Pagado,App
P6185050,L001123,2024-12-18,4113.31,Pagado,Débito automático
P3768193,L001159,2024-12-18,1132.79,Pagado,Agente
P2975258,L001297,2024-12-18,145.79,Pagado,App
P7844947,L000297,2024-12-19,2147.69,Pagado,Débito automático
P4100114,L000705,2024-12-19,1220.21,Pagado,App
P8899184,L000717,2024-12-19,520.78,Pagado,App
P9184838,L000799,2024-12-19,1306.58,Pagado,App
P3321873,L001310,2024-12-19,1171.03,Vencido,Agencia
P6039762,L001757,2024-12-19,1766.92,Pagado,Agente
P9906224,L000345,2024-12-20,5350.46,Pagado,Débito automático
P3945353,L001125,2024-12-20,241.14,Pagado,Débito automático
P3808418,L001425,2024-12-20,1725.61,Vencido,App
P5570355,L001655,2024-12-20,672.61,Pagado,Débito automático
P7070468,L000492,2024-12-21,3151.45,Parcial,App
P5170429,L001331,2024-12-21,851.53,Pagado,App
P4260252,L001449,2024-12-21,1750.45,Parcial,App
P1710601,L000555,2024-12-22,3124.62,Parcial,Agencia
P1508113,L000599,2024-12-22,156.84,Parcial,Agencia
P5188889,L000946,2024-12-22,239.34,Parcial,Agencia
P4051509,L001517,2024-12-22,529.45,Pagado,Agente
P8077999,L000072,2024-12-23,1900.12,Pagado,Débito automático
P6204824,L000489,2024-12-23,5710.2,Pagado,App
P2561871,L000951,2024-12-23,442.76,Parcial,App
P5966428,L001306,2024-12-23,8683.96,Parcial,App
P6386463,L000285,2024-12-24,4034.17,Pagado,Débito automático
P1486955,L000191,2024-12-25,1119.01,Pagado,Agencia
P2532210,L000280,2024-12-25,2518.54,Pagado,Débito automático
P1674975,L000280,2024-12-25,2029.89,Pagado,App
P2160289,L000867,2024-12-25,770.04,Pagado,Débito automático
P3639223,L001031,2024-12-25,418.02,Pagado,App
P8099712,L001603,2024-12-25,8398.74,Pagado,App
P6024207,L000322,2024-12-26,1082.61,Pagado,Débito automático
P7074006,L000381,2024-12-26,942.9,Pagado,Débito automático
P9840487,L000431,2024-12-26,2380.18,Pagado,Agente
P7416943,L000733,2024-12-26,4566.16,Pagado,App
P5504038,L000768,2024-12-26,778.03,Pagado,App
P4369728,L000861,2024-12-26,513.57,Pagado,Débito automático
P5015476,L000992,2024-12-26,5713.65,Pagado,App
P4334029,L001699,2024-12-26,1220.68,Parcial,Agencia
P3595683,L001750,2024-12-26,747.4,Pagado,Agencia
P1814896,L001362,2024-12-27,3312.37,Pagado,Débito automático
P9569884,L001518,2024-12-27,1455.67,Pagado,Agencia
P1563871,L001563,2024-12-27,811.73,Pagado,App
P7241348,L000564,2024-12-28,259.33,Pagado,Agente
P7724865,L000704,2024-12-28,709.73,Pagado,App
P8189168,L001401,2024-12-28,1184.24,Pagado,App
P8464156,L001640,2024-12-28,846.82,Pagado,App
P8800748,L001798,2024-12-28,120.93,Parcial,App
P9610704,L000381,2024-12-29,862.28,Pagado,Agente
P2562657,L000956,2024-12-29,1401.71,Pagado,Débito automático
P2258331,L001157,2024-12-29,1037.71,Parcial,Débito automático
P4447632,L001295,2024-12-29,1222.63,Pagado,Débito automático
P1844744,L001335,2024-12-29,10021.07,Pagado,Débito automático
P6568081,L001411,2024-12-29,1597.38,Pagado,App
P4229821,L001423,2024-12-29,518.84,Pagado,Débito automático
P2375290,L001466,2024-12-29,7606.93,Pagado,App
P9387252,L001705,2024-12-29,5034.97,Pagado,App
P3910830,L000462,2024-12-30,395.68,Parcial,Agente
P9376917,L000867,2024-12-30,638.02,Pagado,Agencia
P1336422,L001238,2024-12-30,896.06,Pagado,Débito automático
P9678746,L001249,2024-12-30,2584.45,Pagado,Débito automático
P6765079,L001637,2024-12-30,1241.28,Pagado,Débito automático
P5673212,L000072,2024-12-31,1706.55,Pagado,App
P3583206,L000298,2024-12-31,4873.02,Pagado,App
P7394713,L000756,2024-12-31,1181.56,Pagado,Débito automático
P7263036,L000915,2024-12-31,745.49,Pagado,Débito automático
P4101792,L001175,2024-12-31,221.71,Pagado,App
P4860684,L000055,2025-01-01,10328.72,Pagado,Agente
P2044645,L000183,2025-01-01,164.64,Pagado,App
P6071208,L000248,2025-01-01,1728.42,Pagado,App
P4009069,L000818,2025-01-01,3123.96,Parcial,App
P1078038,L001572,2025-01-01,546.82,Pagado,Débito automático
P8971465,L000157,2025-01-02,1435.31,Parcial,Débito automático
P6889195,L000418,2025-01-02,1152.76,Pagado,Agente
P6818508,L001146,2025-01-02,1499.6,Pagado,Débito automático
P6545923,L001404,2025-01-02,1956.46,Pagado,Débito automático
P7213902,L001528,2025-01-02,372.03,Pagado,App
P1529665,L000648,2025-01-03,1377.02,Pagado,Agencia
P5340909,L000879,2025-01-03,829.37,Pagado,App
P6666591,L000960,2025-01-03,209.77,Vencido,App
P1111126,L001595,2025-01-03,603.37,Pagado,Agencia
P7988074,L001761,2025-01-03,1586.3,Pagado,Agente
P3299088,L000633,2025-01-04,1923.75,Parcial,App
P4240708,L000700,2025-01-04,884.52,Pagado,App
P8478868,L001178,2025-01-04,906.63,Pagado,Agencia
P7900204,L001328,2025-01-04,3356.06,Pagado,Débito automático
P6675742,L001330,2025-01-04,1965.64,Pagado,Débito automático
P5898671,L001350,2025-01-04,377.84,Parcial,Agencia
P2103070,L000585,2025-01-05,1283.11,Pagado,Débito automático
P8699307,L000699,2025-01-05,399.75,Vencido,Débito automático
P9302838,L000992,2025-01-05,6505.84,Pagado,Débito automático
P4353806,L001384,2025-01-05,2248.53,Pagado,Agencia
P7785511,L001434,2025-01-05,4283.91,Pagado,App
P1312564,L001468,2025-01-05,1252.28,Vencido,Agente
P3151610,L001603,2025-01-05,9797.58,Pagado,Agencia
P1538552,L000022,2025-01-06,18055.22,Pagado,App
P6475691,L000825,2025-01-06,218.73,Pagado,App
P2240929,L000872,2025-01-06,256.41,Pagado,App
P6848151,L000934,2025-01-06,804.47,Pagado,App
P4466502,L000938,2025-01-06,715.42,Pagado,Agente
P7249378,L001065,2025-01-06,146.92,Pagado,App
P6259356,L001639,2025-01-06,262.15,Pagado,Débito automático
P5042786,L000808,2025-01-07,1044.37,Pagado,App
P9703982,L000880,2025-01-07,589.33,Pagado,Débito automático
P6199374,L001008,2025-01-07,129.08,Pagado,App
P6565572,L001129,2025-01-07,1035.75,Pagado,Agencia
P6283223,L001749,2025-01-07,1976.7,Parcial,App
P6469119,L000907,2025-01-08,144.09,Parcial,Débito automático
P9367972,L001612,2025-01-08,835.18,Pagado,Agencia
P8659527,L001656,2025-01-09,49.01,Pagado,App
P2913049,L000457,2025-01-10,758.9,Pagado,Agencia
P8224389,L000551,2025-01-10,659.4,Pagado,Agencia
P3561552,L001005,2025-01-10,4625.08,Pagado,Agente
P2424426,L001066,2025-01-10,1546.08,Parcial,App
P9236745,L001166,2025-01-10,1895.37,Pagado,App
P5035998,L000527,2025-01-11,3935.01,Pagado,Débito automático
P1864641,L000766,2025-01-11,2502.13,Pagado,Débito automático
P1153368,L000796,2025-01-11,955.7,Vencido,Agente
P3914829,L001218,2025-01-11,729.94,Pagado,Agente
P1195368,L001332,2025-01-11,487.9,Parcial,Agencia
P1170307,L000233,2025-01-12,7003.89,Pagado,Agencia
P7984768,L000757,2025-01-12,4264.79,Pagado,Agencia
P3306725,L000795,2025-01-12,1328.86,Pagado,Agente
P2464604,L000841,2025-01-12,95.95,Pagado,Agente
P9614423,L001080,2025-01-12,3040.13,Pagado,Agente
P1704531,L001703,2025-01-12,1741.21,Pagado,App
P8663605,L000299,2025-01-13,993.59,Pagado,App
P8434202,L000427,2025-01-13,917.71,Vencido,Agencia
P2157949,L000731,2025-01-13,4093.38,Pagado,App
P3597208,L001405,2025-01-13,1526.6,Parcial,Débito automático
P1657513,L001510,2025-01-13,3862.74,Pagado,App
P3928275,L001629,2025-01-13,12684.33,Pagado,Agencia
P8963715,L000168,2025-01-14,469.0,Pagado,Agente
P3479264,L000648,2025-01-14,1394.94,Pagado,Agencia
P6727022,L001350,2025-01-14,343.11,Parcial,App
P8302077,L001427,2025-01-14,60.05,Parcial,App
P8304421,L001557,2025-01-14,282.09,Vencido,Agente
P3498085,L000807,2025-01-15,3184.62,Pagado,Agente
P1941452,L000813,2025-01-15,19166.25,Pagado,Agente
P8342987,L001441,2025-01-15,912.65,Vencido,Agente
P3509000,L001617,2025-01-15,133.16,Pagado,Agencia
P6059717,L000214,2025-01-16,10088.0,Vencido,App
P6252285,L000445,2025-01-16,5851.77,Pagado,App
P5843084,L000928,2025-01-16,5087.93,Pagado,Agente
P3084353,L000962,2025-01-16,219.04,Pagado,App
P7907345,L000983,2025-01-16,857.13,Pagado,Agencia
P1807780,L001149,2025-01-16,251.65,Pagado,Débito automático
P9961107,L000194,2025-01-17,2890.33,Pagado,Débito automático
P8481225,L000555,2025-01-17,3483.66,Parcial,Agente
P4470657,L000886,2025-01-17,2253.39,Pagado,App
P4068039,L001312,2025-01-17,1826.98,Pagado,Débito automático
P5723078,L001441,2025-01-17,933.09,Parcial,Agente
P2062698,L001719,2025-01-17,1378.88,Vencido,App
P5682940,L000128,2025-01-18,2503.91,Pagado,Agente
P4158134,L000472,2025-01-18,1072.5,Pagado,Débito automático
P5743032,L001298,2025-01-18,132.15,Pagado,App
P7768215,L001411,2025-01-18,1730.84,Parcial,Débito automático
P5195637,L001688,2025-01-18,930.56,Pagado,Débito automático
P7159129,L001716,2025-01-18,1548.93,Pagado,Agencia
P2865405,L000520,2025-01-19,5117.11,Pagado,App
P2089496,L000577,2025-01-19,2277.24,Pagado,App
P7987842,L000759,2025-01-19,922.18,Parcial,Agencia
P9370012,L001107,2025-01-19,11308.42,Pagado,Débito automático
P6159230,L000045,2025-01-20,4168.34,Vencido,App
P6861544,L000458,2025-01-20,3698.77,Pagado,App
P2600296,L000704,2025-01-20,711.74,Parcial,App
P4452490,L000906,2025-01-20,475.72,Pagado,App
P3782393,L001477,2025-01-20,4898.17,Pagado,Débito automático
P4731818,L000123,2025-01-21,7462.53,Parcial,App
P8665981,L000315,2025-01-21,6415.04,Pagado,Agencia
P4162177,L000740,2025-01-21,273.83,Parcial,Agente
P6416778,L000959,2025-01-21,465.6,Parcial,App
P3777050,L000966,2025-01-21,2053.09,Parcial,Agencia
P6425946,L001779,2025-01-21,344.13,Parcial,Agente
P6563269,L000878,2025-01-22,1156.3,Pagado,Agencia
P4317700,L001092,2025-01-22,116.47,Pagado,Débito automático
P3775016,L001333,2025-01-22,931.39,Pagado,Agencia
P6698561,L001577,2025-01-22,4981.05,Pagado,App
P6682698,L000346,2025-01-23,2990.72,Pagado,App
P3477824,L000458,2025-01-23,4738.84,Pagado,App
P9044494,L001152,2025-01-23,3209.24,Pagado,App
P6287423,L001743,2025-01-23,954.62,Pagado,Débito automático
P5960271,L000137,2025-01-24,3029.25,Parcial,App
P2408404,L000197,2025-01-24,12690.75,Parcial,Agencia
P7398231,L000334,2025-01-24,411.8,Pagado,Agencia
P1368085,L000336,2025-01-24,407.33,Parcial,Débito automático
P3805274,L000849,2025-01-24,952.73,Pagado,App
P9230079,L001407,2025-01-24,1209.74,Pagado,App
P1669489,L001488,2025-01-24,3593.91,Pagado,App
P5006173,L001719,2025-01-24,596.44,Pagado,Agencia
P1938227,L001758,2025-01-24,1362.92,Pagado,App
P2839607,L000031,2025-01-25,1267.85,Pagado,App
P5031966,L000234,2025-01-25,2585.6,Pagado,App
P8473959,L000723,2025-01-25,116.95,Pagado,Agencia
P8826111,L000606,2025-01-26,1527.84,Pagado,Agente
P6771934,L001112,2025-01-26,1263.0,Pagado,Agencia
P4992909,L001146,2025-01-26,1917.72,Pagado,Agencia
P9571853,L001391,2025-01-26,1621.38,Pagado,Débito automático
P5973336,L001423,2025-01-26,474.6,Pagado,App
P7956063,L001503,2025-01-26,641.62,Pagado,App
P7634639,L001640,2025-01-26,795.48,Pagado,App
P7534336,L000183,2025-01-27,132.34,Pagado,App
P9551583,L000642,2025-01-27,738.05,Pagado,Agencia
P8681643,L000854,2025-01-27,1034.6,Pagado,App
