tx_id,cliente_id,monto,canal,fecha_hora,comercio,tipo_tx
TX0000690,C00398,914.37,POS,2026-01-25 01:53:00,Ecommerce,Pago
TX0000691,C00178,51.28,App,2026-04-22 14:31:00,Restaurante,Pago
TX0000692,C00171,370.39,Web,2026-02-01 06:19:00,Gasolinera,Compra
TX0000693,C00075,1967.64,Web,2026-02-15 17:17:00,Farmacia,Compra
TX0000694,C00013,271.11,POS,2026-02-17 00:56:00,Servicios,Compra
TX0000695,C00303,1055.65,POS,2026-04-09 05:06:00,Retail,Pago
TX0000696,C00378,1718.53,POS,2026-02-06 05:42:00,Viajes,Transferencia
TX0000697,C00248,333.9,POS,2026-02-20 18:37:00,Gasolinera,Compra
TX0000698,C00436,190.56,Web,2026-02-14 16:22:00,Restaurante,Retiro
TX0000699,C00046,97.13,POS,2026-03-18 04:34:00,Viajes,Compra
TX0000700,C00008,3018.72,ATM,2026-04-10 06:59:00,Restaurante,Pago
TX0000701,C00388,1364.17,App,2026-02-02 09:56:00,Ecommerce,Compra
TX0000702,C00379,479.18,App,2026-04-21 18:20:00,Restaurante,Retiro
TX0000703,C00245,378.05,ATM,2026-04-15 08:03:00,Gasolinera,Pago
TX0000704,C00270,931.09,ATM,2026-03-26 19:26:00,Ecommerce,Compra
TX0000705,C00241,679.13,POS,2026-02-14 16:15:00,Farmacia,Compra
TX0000706,C00419,219.38,App,2026-02-26 23:11:00,Servicios,Compra
TX0000707,C00443,494.91,Web,2026-02-24 11:26:00,Farmacia,Retiro
TX0000708,C00316,662.25,Web,2026-02-16 07:23:00,Retail,Retiro
TX0000709,C00220,232.31,POS,2026-03-07 03:26:00,Supermercado,Compra
TX0000710,C00131,374.71,ATM,2026-03-10 14:37:00,Gasolinera,Compra
TX0000711,C00234,13.51,POS,2026-03-13 04:19:00,Viajes,Retiro
TX0000712,C00173,9.34,ATM,2026-04-06 10:45:00,Gasolinera,Retiro
TX0000713,C00445,111.62,POS,2026-01-28 11:09:00,Gasolinera,Compra
TX0000714,C00338,1123.34,App,2026-02-04 18:10:00,Farmacia,Compra
TX0000715,C00368,442.45,POS,2026-01-28 19:04:00,Gasolinera,Transferencia
TX0000716,C00275,109.61,Web,2026-02-24 05:31:00,Farmacia,Compra
TX0000717,C00288,1116.13,App,2026-01-25 21:53:00,Retail,Pago
TX0000718,C00080,104.86,ATM,2026-02-25 21:03:00,Supermercado,Compra
TX0000719,C00305,237.77,App,2026-03-31 08:05:00,Farmacia,Transferencia
TX0000720,C00261,100.69,App,2026-01-25 06:38:00,Ecommerce,Transferencia
TX0000721,C00102,102.51,App,2026-04-02 09:37:00,Retail,Pago
TX0000722,C00068,252.59,POS,2026-03-01 22:40:00,Viajes,Transferencia
TX0000723,C00424,2506.99,App,2026-02-14 08:38:00,Gasolinera,Compra
TX0000724,C00419,512.92,Web,2026-04-03 22:44:00,Gasolinera,Compra
TX0000725,C00394,591.51,POS,2026-03-28 21:03:00,Retail,Pago
TX0000726,C00152,23.39,POS,2026-02-19 03:55:00,Viajes,Compra
TX0000727,C00149,35.27,POS,2026-04-07 07:20:00,Restaurante,Retiro
TX0000728,C00365,1857.23,POS,2026-02-11 18:56:00,Farmacia,Pago
TX0000729,C00124,1400.4,App,2026-03-31 20:53:00,Servicios,Compra
TX0000730,C00218,252.46,App,2026-03-10 19:04:00,Viajes,Transferencia
TX0000731,C00014,664.2,ATM,2026-02-25 06:21:00,Viajes,Transferencia
TX0000732,C00423,54.54,ATM,2026-04-03 22:51:00,Restaurante,Compra
TX0000733,C00247,110.72,ATM,2026-02-07 04:13:00,Ecommerce,Compra
TX0000734,C00266,94.37,POS,2026-04-15 01:31:00,Restaurante,Transferencia
TX0000735,C00374,682.36,App,2026-04-13 16:42:00,Farmacia,Transferencia
TX0000736,C00170,395.09,App,2026-01-30 11:58:00,Gasolinera,Compra
TX0000737,C00226,120.06,App,2026-04-08 11:51:00,Retail,Pago
TX0000738,C00185,709.73,Web,2026-01-30 02:53:00,Farmacia,Compra
TX0000739,C00108,492.18,ATM,2026-01-30 12:43:00,Viajes,Pago
TX0000740,C00006,84.32,POS,2026-01-25 20:41:00,Retail,Compra
TX0000741,C00388,1604.35,ATM,2026-04-11 04:51:00,Supermercado,Pago
TX0000742,C00050,2109.41,App,2026-03-18 14:16:00,Ecommerce,Transferencia
TX0000743,C00359,687.01,App,2026-03-16 21:39:00,Restaurante,Pago
TX0000744,C00332,493.44,ATM,2026-04-01 20:12:00,Viajes,Compra
TX0000745,C00283,1105.32,ATM,2026-02-13 04:22:00,Farmacia,Compra
TX0000746,C00375,1981.83,ATM,2026-04-09 12:23:00,Restaurante,Pago
TX0000747,C00041,16.44,App,2026-02-26 17:43:00,Farmacia,Compra
TX0000748,C00423,382.28,POS,2026-03-28 15:17:00,Ecommerce,Compra
TX0000749,C00168,45.13,POS,2026-04-01 22:15:00,Servicios,Transferencia
TX0000750,C00249,464.68,POS,2026-03-23 16:13:00,Viajes,Transferencia
TX0000751,C00113,42.54,POS,2026-02-03 19:49:00,Gasolinera,Compra
TX0000752,C00249,112.41,Web,2026-03-29 16:10:00,Ecommerce,Transferencia
TX0000753,C00005,467.82,POS,2026-04-16 14:04:00,Ecommerce,Transferencia
TX0000754,C00253,3473.58,POS,2026-04-03 11:51:00,Servicios,Compra
TX0000755,C00277,519.21,POS,2026-03-10 03:21:00,Retail,Retiro
TX0000756,C00391,84.02,Web,2026-01-30 17:43:00,Gasolinera,Compra
TX0000757,C00071,562.28,Web,2026-04-04 17:31:00,Gasolinera,Retiro
TX0000758,C00002,911.63,POS,2026-03-23 06:28:00,Retail,Compra
TX0000759,C00429,79.43,App,2026-03-05 09:15:00,Ecommerce,Transferencia
TX0000760,C00218,790.49,POS,2026-03-08 15:52:00,Ecommerce,Compra
TX0000761,C00418,206.61,ATM,2026-03-15 01:13:00,Retail,Compra
TX0000762,C00238,1976.62,App,2026-03-17 09:10:00,Viajes,Transferencia
TX0000763,C00078,327.4,Web,2026-02-28 23:01:00,Restaurante,Compra
TX0000764,C00448,1722.61,App,2026-03-07 13:47:00,Farmacia,Pago
TX0000765,C00042,226.52,POS,2026-04-14 09:46:00,Viajes,Pago
TX0000766,C00227,637.81,ATM,2026-03-30 21:20:00,Restaurante,Retiro
TX0000767,C00019,407.68,ATM,2026-03-13 01:25:00,Retail,Pago
TX0000768,C00315,852.49,ATM,2026-02-01 08:18:00,Viajes,Compra
TX0000769,C00199,371.86,App,2026-04-04 13:00:00,Servicios,Compra
TX0000770,C00214,176.3,App,2026-02-26 16:46:00,Ecommerce,Pago
TX0000771,C00127,531.91,POS,2026-01-30 00:34:00,Gasolinera,Transferencia
TX0000772,C00045,70.46,Web,2026-03-30 19:09:00,Farmacia,Transferencia
TX0000773,C00356,522.71,ATM,2026-02-12 12:41:00,Servicios,Pago
TX0000774,C00041,187.76,App,2026-01-31 03:34:00,Gasolinera,Retiro
TX0000775,C00118,530.39,Web,2026-02-08 11:33:00,Restaurante,Pago
TX0000776,C00377,158.71,App,2026-02-13 14:52:00,Supermercado,Compra
TX0000777,C00238,1753.08,POS,2026-02-18 23:55:00,Viajes,Pago
TX0000778,C00168,58.5,ATM,2026-02-03 00:08:00,Farmacia,Transferencia
TX0000779,C00078,188.39,App,2026-04-18 02:11:00,Restaurante,Transferencia
TX0000780,C00283,345.83,ATM,2026-03-31 04:29:00,Viajes,Transferencia
TX0000781,C00355,310.53,POS,2026-04-04 20:15:00,Farmacia,Transferencia
TX0000782,C00030,559.22,App,2026-02-25 18:44:00,Viajes,Transferencia
TX0000783,C00290,464.6,App,2026-03-12 18:59:00,Gasolinera,Pago
TX0000784,C00409,91.4,Web,2026-03-20 05:03:00,Retail,Transferencia
TX0000785,C00272,373.73,App,2026-04-20 21:43:00,Viajes,Compra
TX0000786,C00184,824.96,POS,2026-02-25 01:19:00,Retail,Retiro
TX0000787,C00112,367.44,POS,2026-03-28 23:33:00,Gasolinera,Compra
TX0000788,C00441,483.91,App,2026-02-05 02:24:00,Ecommerce,Compra
TX0000789,C00010,278.27,ATM,2026-03-06 08:39:00,Gasolinera,Compra
TX0000790,C00312,829.85,POS,2026-02-23 06:48:00,Farmacia,Transferencia
TX0000791,C00046,377.68,POS,2026-04-18 07:44:00,Viajes,Compra
TX0000792,C00075,1512.14,App,2026-01-25 06:13:00,Farmacia,Retiro
TX0000793,C00341,330.51,App,2026-02-26 11:52:00,Gasolinera,Transferencia
TX0000794,C00299,1358.92,ATM,2026-03-22 00:56:00,Ecommerce,Compra
TX0000795,C00180,374.98,App,2026-04-17 06:25:00,Viajes,Compra
TX0000796,C00104,140.63,App,2026-02-11 22:16:00,Farmacia,Transferencia
TX0000797,C00116,64.04,POS,2026-03-08 14:56:00,Restaurante,Compra
TX0000798,C00094,2245.29,App,2026-02-22 04:01:00,Viajes,Compra
TX0000799,C00125,398.69,App,2026-03-16 12:03:00,Servicios,Retiro
TX0000800,C00234,52.87,POS,2026-02-10 13:28:00,Viajes,Compra
TX0000801,C00302,1011.27,ATM,2026-03-09 17:05:00,Supermercado,Compra
TX0000802,C00203,136.0,POS,2026-02-25 12:16:00,Servicios,Transferencia
TX0000803,C00171,292.27,POS,2026-04-19 15:23:00,Farmacia,Retiro
TX0000804,C00275,1095.82,ATM,2026-04-08 05:08:00,Restaurante,Retiro
TX0000805,C00179,96.92,ATM,2026-04-01 18:01:00,Farmacia,Compra
TX0000806,C00040,741.31,App,2026-03-23 16:30:00,Supermercado,Compra
TX0000807,C00303,958.82,POS,2026-01-29 18:33:00,Servicios,Compra
TX0000808,C00382,823.67,Web,2026-02-03 08:59:00,Gasolinera,Pago
TX0000809,C00318,527.54,POS,2026-01-31 16:47:00,Supermercado,Compra
TX0000810,C00175,279.61,Web,2026-03-24 11:09:00,Retail,Compra
TX0000811,C00300,243.49,App,2026-01-30 10:53:00,Viajes,Pago
TX0000812,C00283,691.47,Web,2026-03-11 22:00:00,Supermercado,Transferencia
TX0000813,C00345,216.98,App,2026-02-26 15:45:00,Gasolinera,Compra
TX0000814,C00428,109.73,Web,2026-03-27 15:33:00,Farmacia,Pago
TX0000815,C00441,390.83,POS,2026-02-16 02:25:00,Retail,Retiro
TX0000816,C00304,398.15,App,2026-04-05 11:56:00,Viajes,Compra
TX0000817,C00321,795.23,App,2026-03-02 10:17:00,Gasolinera,Retiro
TX0000818,C00381,465.83,POS,2026-04-22 17:07:00,Servicios,Transferencia
TX0000819,C00418,534.72,App,2026-04-11 04:28:00,Ecommerce,Transferencia
TX0000820,C00091,1566.85,App,2026-02-01 07:48:00,Viajes,Transferencia
TX0000821,C00338,500.65,POS,2026-03-12 04:04:00,Restaurante,Compra
TX0000822,C00272,402.94,App,2026-04-18 23:57:00,Ecommerce,Pago
TX0000823,C00435,1106.47,POS,2026-03-21 11:16:00,Retail,Transferencia
TX0000824,C00154,34.36,Web,2026-01-29 22:23:00,Restaurante,Retiro
TX0000825,C00109,337.6,Web,2026-03-10 03:35:00,Restaurante,Pago
TX0000826,C00010,551.47,App,2026-03-16 13:37:00,Ecommerce,Transferencia
TX0000827,C00192,516.48,POS,2026-04-19 10:35:00,Ecommerce,Transferencia
TX0000828,C00076,1347.01,App,2026-03-20 00:13:00,Retail,Pago
TX0000829,C00152,489.58,POS,2026-03-30 15:31:00,Servicios,Pago
TX0000830,C00417,616.7,ATM,2026-02-14 11:22:00,Viajes,Transferencia
TX0000831,C00439,600.12,POS,2026-01-29 00:28:00,Ecommerce,Compra
TX0000832,C00119,1599.77,POS,2026-04-08 06:47:00,Retail,Compra
TX0000833,C00286,887.63,POS,2026-04-14 17:31:00,Gasolinera,Compra
TX0000834,C00222,254.93,App,2026-01-25 01:30:00,Servicios,Transferencia
TX0000835,C00389,62.38,POS,2026-04-02 09:19:00,Restaurante,Retiro
TX0000836,C00419,28.27,POS,2026-02-26 10:49:00,Gasolinera,Pago
TX0000837,C00276,231.72,POS,2026-04-03 10:43:00,Servicios,Transferencia
TX0000838,C00393,269.47,Web,2026-04-20 08:16:00,Servicios,Transferencia
TX0000839,C00210,451.32,POS,2026-04-06 21:38:00,Viajes,Compra
TX0000840,C00013,105.24,POS,2026-02-07 07:59:00,Servicios,Transferencia
TX0000841,C00029,611.05,App,2026-02-11 20:06:00,Ecommerce,Compra
TX0000842,C00131,157.77,POS,2026-04-16 11:33:00,Gasolinera,Compra
TX0000843,C00433,951.58,Web,2026-03-11 02:01:00,Supermercado,Compra
TX0000844,C00106,1022.93,ATM,2026-03-08 11:46:00,Ecommerce,Transferencia
TX0000845,C00103,306.78,App,2026-01-28 02:11:00,Retail,Compra
TX0000846,C00382,457.07,ATM,2026-04-04 20:01:00,Gasolinera,Compra
TX0000847,C00438,211.98,Web,2026-04-16 04:03:00,Supermercado,Compra
TX0000848,C00425,243.25,App,2026-02-02 21:33:00,Servicios,Compra
TX0000849,C00333,550.14,POS,2026-02-22 10:54:00,Retail,Transferencia
TX0000850,C00439,1341.7,POS,2026-03-14 21:42:00,Supermercado,Retiro
TX0000851,C00311,438.52,Web,2026-02-23 19:02:00,Viajes,Compra
TX0000852,C00333,398.34,App,2026-04-07 21:19:00,Supermercado,Retiro
TX0000853,C00387,504.6,ATM,2026-04-02 02:08:00,Ecommerce,Compra
TX0000854,C00263,756.27,App,2026-02-15 01:02:00,Gasolinera,Retiro
TX0000855,C00333,190.89,Web,2026-02-20 16:08:00,Viajes,Compra
TX0000856,C00007,557.5,Web,2026-01-23 10:09:00,Ecommerce,Compra
TX0000857,C00229,1062.63,App,2026-04-01 06:48:00,Farmacia,Pago
TX0000858,C00192,724.24,App,2026-03-23 01:35:00,Ecommerce,Pago
TX0000859,C00386,125.1,POS,2026-01-29 06:20:00,Viajes,Pago
TX0000860,C00421,1064.11,App,2026-02-25 17:58:00,Viajes,Compra
TX0000861,C00171,41.36,ATM,2026-04-18 02:54:00,Retail,Pago
TX0000862,C00044,425.72,POS,2026-02-11 23:33:00,Supermercado,Retiro
TX0000863,C00246,1897.6,App,2026-02-18 05:26:00,Retail,Compra
TX0000864,C00141,182.76,Web,2026-04-12 23:29:00,Gasolinera,Retiro
TX0000865,C00067,163.67,App,2026-04-18 12:45:00,Servicios,Compra
TX0000866,C00350,701.45,App,2026-02-18 00:51:00,Servicios,Compra
TX0000867,C00229,2244.68,App,2026-03-16 13:18:00,Restaurante,Transferencia
TX0000868,C00344,1670.7,App,2026-02-09 20:38:00,Retail,Transferencia
TX0000869,C00056,273.17,POS,2026-03-13 02:23:00,Ecommerce,Retiro
TX0000870,C00053,262.52,Web,2026-02-18 03:14:00,Supermercado,Retiro
TX0000871,C00127,208.91,POS,2026-03-15 10:01:00,Retail,Retiro
TX0000872,C00210,336.26,App,2026-02-02 23:20:00,Gasolinera,Compra
TX0000873,C00100,308.54,POS,2026-04-07 20:26:00,Supermercado,Compra
TX0000874,C00141,440.1,Web,2026-03-03 03:13:00,Restaurante,Pago
TX0000875,C00038,300.05,App,2026-03-08 04:39:00,Restaurante,Compra
TX0000876,C00099,409.9,ATM,2026-02-28 06:28:00,Ecommerce,Retiro
TX0000877,C00328,853.95,POS,2026-03-13 07:54:00,Farmacia,Transferencia
TX0000878,C00121,733.14,POS,2026-02-01 01:32:00,Servicios,Compra
TX0000879,C00147,2055.36,ATM,2026-02-21 21:11:00,Viajes,Retiro
TX0000880,C00386,94.34,POS,2026-01-25 16:52:00,Farmacia,Pago
TX0000881,C00156,528.15,App,2026-02-05 05:47:00,Gasolinera,Transferencia
TX0000882,C00145,240.18,POS,2026-03-13 13:11:00,Gasolinera,Compra
TX0000883,C00418,269.66,ATM,2026-02-06 23:20:00,Ecommerce,Transferencia
TX0000884,C00295,69.59,POS,2026-03-17 04:04:00,Farmacia,Retiro
TX0000885,C00155,2457.19,Web,2026-03-07 13:15:00,Restaurante,Pago
TX0000886,C00098,543.32,POS,2026-02-27 00:49:00,Servicios,Compra
TX0000887,C00184,915.79,POS,2026-04-09 21:14:00,Gasolinera,Retiro
TX0000888,C00372,224.37,POS,2026-04-11 01:01:00,Ecommerce,Pago
TX0000889,C00395,811.91,App,2026-02-15 03:54:00,Gasolinera,Compra
TX0000890,C00041,253.35,Web,2026-04-13 11:56:00,Retail,Compra
TX0000891,C00160,360.83,App,2026-01-30 23:57:00,Restaurante,Transferencia
TX0000892,C00143,325.42,ATM,2026-02-18 07:27:00,Farmacia,Pago
TX0000893,C00417,572.97,POS,2026-02-06 07:49:00,Viajes,Compra
TX0000894,C00441,252.86,App,2026-03-02 22:11:00,Retail,Transferencia
TX0000895,C00180,316.91,App,2026-04-15 11:30:00,Supermercado,Compra
TX0000896,C00275,49.81,ATM,2026-02-05 18:02:00,Servicios,Compra
TX0000897,C00355,278.78,POS,2026-04-22 07:15:00,Gasolinera,Retiro
TX0000898,C00218,682.91,App,2026-03-13 05:15:00,Farmacia,Compra
TX0000899,C00039,389.39,Web,2026-04-12 14:07:00,Servicios,Compra
TX0000900,C00243,27.05,Web,2026-04-07 06:17:00,Restaurante,Retiro
TX0000901,C00015,1641.93,Web,2026-02-07 05:56:00,Gasolinera,Transferencia
TX0000902,C00342,1938.78,App,2026-01-27 18:59:00,Servicios,Compra
TX0000903,C00049,2435.87,Web,2026-03-18 18:59:00,Retail,Compra
TX0000904,C00112,337.09,ATM,2026-03-28 12:55:00,Restaurante,Transferencia
TX0000905,C00284,223.74,ATM,2026-04-16 19:48:00,Ecommerce,Compra
TX0000906,C00433,1839.01,App,2026-04-12 11:22:00,Ecommerce,Transferencia
TX0000907,C00064,86.82,App,2026-03-13 23:20:00,Retail,Transferencia
TX0000908,C00202,1571.06,App,2026-03-07 02:17:00,Supermercado,Compra
TX0000909,C00019,312.88,Web,2026-02-27 23:13:00,Gasolinera,Pago
TX0000910,C00022,415.48,POS,2026-02-18 17:28:00,Servicios,Retiro
TX0000911,C00027,396.45,POS,2026-04-17 00:40:00,Supermercado,Pago
TX0000912,C00020,433.93,POS,2026-02-14 07:41:00,Gasolinera,Compra
TX0000913,C00217,1242.54,POS,2026-01-25 21:50:00,Ecommerce,Pago
TX0000914,C00333,668.28,POS,2026-03-11 10:42:00,Retail,Transferencia
TX0000915,C00301,598.81,Web,2026-04-13 07:55:00,Servicios,Retiro
TX0000916,C00434,910.58,Web,2026-03-30 13:50:00,Gasolinera,Retiro
TX0000917,C00414,474.57,ATM,2026-04-14 03:25:00,Viajes,Compra
TX0000918,C00214,55.66,ATM,2026-02-12 13:20:00,Gasolinera,Retiro
TX0000919,C00097,139.3,App,2026-04-13 15:20:00,Gasolinera,Pago
TX0000920,C00045,350.64,POS,2026-02-01 17:08:00,Farmacia,Transferencia
TX0000921,C00313,1759.29,POS,2026-02-24 08:23:00,Viajes,Retiro
TX0000922,C00102,118.82,POS,2026-02-21 11:12:00,Viajes,Compra
TX0000923,C00433,498.18,POS,2026-02-21 10:12:00,Farmacia,Transferencia
TX0000924,C00226,257.93,POS,2026-02-26 02:48:00,Gasolinera,Compra
TX0000925,C00153,44.74,POS,2026-04-19 21:15:00,Gasolinera,Transferencia
TX0000926,C00330,2322.31,App,2026-03-05 12:24:00,Retail,Compra
TX0000927,C00252,36.15,POS,2026-03-14 18:20:00,Viajes,Compra
TX0000928,C00025,144.47,Web,2026-04-19 02:42:00,Servicios,Compra
TX0000929,C00016,126.44,ATM,2026-02-01 11:12:00,Restaurante,Compra
TX0000930,C00093,376.77,Web,2026-01-23 04:56:00,Servicios,Pago
TX0000931,C00304,422.92,ATM,2026-03-04 18:06:00,Restaurante,Compra
TX0000932,C00044,61.09,POS,2026-01-26 23:06:00,Restaurante,Compra
TX0000933,C00420,196.6,ATM,2026-02-24 14:27:00,Ecommerce,Compra
TX0000934,C00149,56.07,Web,2026-04-01 20:22:00,Restaurante,Compra
TX0000935,C00085,66.39,App,2026-01-24 18:24:00,Farmacia,Transferencia
TX0000936,C00013,516.06,Web,2026-04-06 15:42:00,Servicios,Pago
TX0000937,C00380,344.09,App,2026-02-24 05:48:00,Farmacia,Compra
TX0000938,C00272,164.5,App,2026-04-01 09:51:00,Servicios,Pago
TX0000939,C00310,266.78,Web,2026-01-25 16:51:00,Retail,Compra
TX0000940,C00167,2553.76,POS,2026-03-26 02:52:00,Supermercado,Compra
TX0000941,C00221,658.55,POS,2026-04-12 21:09:00,Ecommerce,Transferencia
TX0000942,C00350,336.29,ATM,2026-03-23 01:58:00,Servicios,Pago
TX0000943,C00128,428.69,App,2026-01-23 04:53:00,Retail,Compra
TX0000944,C00216,579.86,App,2026-02-19 06:08:00,Servicios,Transferencia
TX0000945,C00119,1164.3,ATM,2026-01-25 01:46:00,Farmacia,Compra
TX0000946,C00086,1938.03,App,2026-02-01 00:10:00,Viajes,Compra
TX0000947,C00197,384.81,POS,2026-03-04 21:30:00,Retail,Compra
TX0000948,C00245,499.99,POS,2026-02-14 16:32:00,Supermercado,Transferencia
TX0000949,C00438,96.34,App,2026-04-18 05:43:00,Supermercado,Compra
TX0000950,C00182,1008.71,App,2026-04-02 07:19:00,Gasolinera,Retiro
TX0000951,C00223,259.83,POS,2026-03-07 17:19:00,Supermercado,Compra
TX0000952,C00136,1115.73,POS,2026-02-10 10:27:00,Servicios,Transferencia
TX0000953,C00356,1525.48,ATM,2026-02-06 18:27:00,Retail,Compra
TX0000954,C00317,356.82,POS,2026-04-20 06:47:00,Restaurante,Pago
TX0000955,C00315,403.86,App,2026-03-25 22:02:00,Retail,Compra
TX0000956,C00365,194.92,App,2026-01-29 11:32:00,Viajes,Compra
TX0000957,C00189,815.16,ATM,2026-02-28 00:03:00,Retail,Compra
TX0000958,C00270,199.33,ATM,2026-02-05 02:18:00,Farmacia,Transferencia
TX0000959,C00359,309.99,Web,2026-04-18 06:45:00,Retail,Compra
TX0000960,C00349,624.96,POS,2026-03-24 07:32:00,Retail,Pago
TX0000961,C00261,2192.43,POS,2026-03-28 23:04:00,Supermercado,Pago
TX0000962,C00283,1454.5,App,2026-03-25 19:37:00,Retail,Pago
TX0000963,C00428,876.63,App,2026-04-10 23:35:00,Servicios,Pago
TX0000964,C00077,1550.76,Web,2026-02-12 13:59:00,Ecommerce,Retiro
TX0000965,C00232,653.7,POS,2026-03-11 04:23:00,Farmacia,Retiro
TX0000966,C00048,1927.48,POS,2026-03-03 07:05:00,Retail,Retiro
TX0000967,C00260,546.15,POS,2026-03-04 12:12:00,Viajes,Compra
TX0000968,C00301,1575.4,Web,2026-02-07 15:08:00,Supermercado,Compra
TX0000969,C00337,1065.25,ATM,2026-01-26 01:40:00,Gasolinera,Pago
TX0000970,C00422,450.25,Web,2026-03-03 11:56:00,Ecommerce,Transferencia
TX0000971,C00339,360.75,Web,2026-04-01 00:50:00,Servicios,Compra
TX0000972,C00262,2864.58,Web,2026-02-07 08:45:00,Viajes,Compra
TX0000973,C00039,309.26,Web,2026-02-08 22:53:00,Supermercado,Compra
TX0000974,C00284,361.79,POS,2026-04-11 03:06:00,Gasolinera,Transferencia
TX0000975,C00360,104.98,Web,2026-02-02 19:12:00,Farmacia,Pago
TX0000976,C00215,512.66,POS,2026-04-03 14:02:00,Gasolinera,Pago
TX0000977,C00141,279.98,POS,2026-04-09 01:42:00,Ecommerce,Retiro
TX0000978,C00332,1120.71,App,2026-03-12 04:08:00,Retail,Pago
TX0000979,C00048,286.05,App,2026-04-11 14:58:00,Ecommerce,Transferencia
TX0000980,C00216,598.91,ATM,2026-03-15 19:59:00,Retail,Transferencia
TX0000981,C00146,1.68,Web,2026-03-30 16:17:00,Viajes,Transferencia
TX0000982,C00232,438.07,POS,2026-02-17 22:36:00,Restaurante,Compra
TX0000983,C00030,48.91,POS,2026-03-28 20:55:00,Gasolinera,Retiro
TX0000984,C00328,696.91,POS,2026-03-10 02:54:00,Restaurante,Compra
TX0000985,C00155,553.13,Web,2026-02-27 12:23:00,Servicios,Compra
TX0000986,C00152,519.88,App,2026-03-04 15:17:00,Ecommerce,Pago
TX0000987,C00416,460.15,App,2026-04-17 08:33:00,Supermercado,Transferencia
TX0000988,C00290,418.39,POS,2026-03-02 16:00:00,Supermercado,Transferencia
TX0000989,C00229,931.95,ATM,2026-02-16 06:18:00,Ecommerce,Pago
TX0000990,C00287,131.36,App,2026-04-11 05:40:00,Servicios,Compra
TX0000991,C00339,81.58,ATM,2026-03-29 02:13:00,Servicios,Transferencia
TX0000992,C00210,596.86,Web,2026-02-22 17:30:00,Farmacia,Compra
TX0000993,C00354,396.96,ATM,2026-01-25 04:05:00,Ecommerce,Compra
TX0000994,C00150,932.19,POS,2026-03-26 14:54:00,Farmacia,Transferencia
TX0000995,C00247,28.78,POS,2026-02-20 18:12:00,Supermercado,Compra
TX0000996,C00424,135.97,Web,2026-02-15 16:55:00,Supermercado,Retiro
TX0000997,C00250,490.07,POS,2026-02-27 16:30:00,Ecommerce,Compra
TX0000998,C00231,770.67,Web,2026-02-12 00:33:00,Restaurante,Retiro
TX0000999,C00232,839.8,ATM,2026-04-16 06:19:00,Ecommerce,Transferencia
TX0001000,C00144,31.2,App,2026-02-16 15:16:00,Gasolinera,Retiro
TX0001001,C00163,2540.17,POS,2026-03-10 14:09:00,Restaurante,Transferencia
TX0001002,C00159,1170.91,App,2026-03-23 15:39:00,Servicios,Compra
TX0001003,C00426,546.36,App,2026-01-26 16:20:00,Supermercado,Compra
TX0001004,C00394,334.48,POS,2026-04-21 13:03:00,Farmacia,Retiro
TX0001005,C00354,312.68,POS,2026-01-26 15:22:00,Ecommerce,Transferencia
TX0001006,C00369,635.04,ATM,2026-02-10 05:40:00,Servicios,Pago
TX0001007,C00111,325.13,ATM,2026-02-15 10:01:00,Farmacia,Compra
TX0001008,C00231,663.63,App,2026-02-28 20:40:00,Ecommerce,Compra
TX0001009,C00197,111.74,ATM,2026-03-20 08:00:00,Servicios,Compra
TX0001010,C00048,1435.57,POS,2026-02-06 03:06:00,Restaurante,Transferencia
TX0001011,C00317,529.64,POS,2026-02-20 00:56:00,Servicios,Compra
TX0001012,C00244,853.37,POS,2026-03-30 09:06:00,Supermercado,Transferencia
TX0001013,C00372,219.55,App,2026-02-26 20:06:00,Restaurante,Compra
TX0001014,C00368,71.74,App,2026-03-03 20:55:00,Gasolinera,Compra
TX0001015,C00283,25.98,POS,2026-02-06 14:27:00,Restaurante,Compra
TX0001016,C00012,118.97,App,2026-04-17 02:55:00,Farmacia,Retiro
TX0001017,C00180,519.3,ATM,2026-04-17 21:53:00,Retail,Compra
TX0001018,C00090,882.21,ATM,2026-03-15 01:14:00,Farmacia,Retiro
TX0001019,C00134,103.45,App,2026-03-24 09:50:00,Farmacia,Transferencia
TX0001020,C00227,220.79,POS,2026-03-10 11:27:00,Ecommerce,Pago
TX0001021,C00043,2073.52,POS,2026-02-26 03:05:00,Viajes,Pago
TX0001022,C00068,1657.32,POS,2026-02-10 08:39:00,Servicios,Pago
TX0001023,C00202,1571.71,POS,2026-03-18 01:31:00,Retail,Compra
TX0001024,C00087,1876.2,POS,2026-02-04 04:13:00,Retail,Pago
TX0001025,C00283,902.52,ATM,2026-01-31 10:32:00,Viajes,Pago
TX0001026,C00145,200.71,Web,2026-02-14 09:21:00,Servicios,Compra
TX0001027,C00443,710.55,Web,2026-03-15 22:56:00,Supermercado,Transferencia
TX0001028,C00175,7.76,App,2026-02-11 02:02:00,Supermercado,Compra
TX0001029,C00082,964.96,POS,2026-02-26 19:16:00,Supermercado,Compra
TX0001030,C00412,2386.92,App,2026-02-28 14:02:00,Restaurante,Pago
TX0001031,C00352,1309.48,ATM,2026-04-06 09:20:00,Farmacia,Retiro
TX0001032,C00152,137.33,App,2026-03-22 04:22:00,Restaurante,Retiro
TX0001033,C00106,570.26,App,2026-04-03 15:13:00,Ecommerce,Compra
TX0001034,C00156,311.24,App,2026-02-01 23:00:00,Retail,Retiro
