loan_id,customer_id,producto,fecha_desembolso,monto_desembolsado,saldo_actual,plazo_meses,tasa_anual,estado_credito,dias_mora,bucket_mora,provision,cuota_mensual,ingresos_estimados,ratio_cuota_ingreso
L000898,C01037,Hipotecario,2022-05-17,51671.95,42961.42,48,0.3027,Vigente,0,0,429.61,1402.36,9978.92,0.1405
L000899,C00090,Hipotecario,2023-02-10,61079.17,46099.92,12,0.1248,Vigente,0,0,461.0,5725.15,7952.51,0.7199
L000900,C00616,Hipotecario,2022-06-01,281339.99,242200.25,36,0.1575,Vigente,0,0,2422.0,9045.86,36513.14,0.2477
L000901,C00891,Capital de Trabajo,2025-08-26,58212.3,37547.92,12,0.2967,Vigente,0,0,375.48,6290.32,20519.6,0.3066
L000902,C00698,Consumo,2026-03-05,50610.41,22602.52,12,0.0899,Vigente,0,0,226.03,4596.69,10536.11,0.4363
L000903,C00898,Capital de Trabajo,2025-04-17,18778.34,13328.66,48,0.1859,Vigente,0,0,133.29,463.94,14491.25,0.032
L000904,C00971,Consumo,2025-06-30,113652.98,36891.33,180,0.1313,Vigente,0,0,368.91,714.31,9487.63,0.0753
L000905,C01132,Vehicular,2025-03-19,46388.85,12330.64,12,0.2221,Cancelado,0,0,123.31,4724.32,19144.72,0.2468
L000906,C00668,Hipotecario,2022-09-14,23950.31,10454.35,48,0.1949,Vigente,0,0,104.54,596.21,18695.1,0.0319
L000907,C00594,Tarjeta,2023-01-18,18887.61,7122.52,180,0.2944,Cancelado,0,0,71.23,135.82,11358.94,0.012
L000908,C00589,Hipotecario,2025-07-05,25145.26,24560.88,24,0.1307,Vigente,0,0,245.61,1184.66,17423.05,0.068
L000909,C00485,Consumo,2023-11-18,4047.4,3339.28,180,0.1685,Cancelado,0,0,33.39,26.27,15348.35,0.0017
L000910,C00982,Capital de Trabajo,2022-07-23,100195.38,56510.04,36,0.2598,Vigente,0,0,565.1,3506.28,19602.02,0.1789
L000911,C00972,Consumo,2023-03-27,120081.36,39503.12,12,0.2548,Cancelado,0,0,395.03,12556.51,21098.72,0.5951
L000912,C00639,Consumo,2024-01-23,24071.81,23131.02,24,0.1436,Vigente,0,0,231.31,1147.02,14697.25,0.078
L000913,C00997,Tarjeta,2026-03-19,227958.32,212004.05,24,0.0839,Vigente,0,0,2120.04,10295.17,48434.33,0.2126
L000914,C00282,Consumo,2023-02-27,64370.54,57559.75,24,0.2992,Vigente,0,0,575.6,3484.59,6260.66,0.5566
L000915,C00986,Consumo,2023-03-10,59272.57,36868.87,120,0.0833,Refinanciado,0,0,368.69,535.08,8824.34,0.0606
L000916,C01112,Consumo,2024-07-23,24411.23,20254.43,72,0.1976,Vigente,0,0,202.54,406.04,14689.81,0.0276
L000917,C00016,Tarjeta,2022-08-05,16067.66,9716.04,48,0.1671,Vigente,0,0,97.16,390.68,18900.94,0.0207
L000918,C01175,Consumo,2025-07-31,34865.48,34038.12,48,0.2762,Vigente,0,0,340.38,926.99,15054.13,0.0616
L000919,C00936,Hipotecario,2024-05-25,37741.69,33456.91,36,0.2234,Vigente,0,0,334.57,1282.59,17124.7,0.0749
L000920,C00254,Tarjeta,2023-05-30,23552.1,12719.96,24,0.1704,Vigente,0,0,127.2,1148.56,17264.92,0.0665
L000921,C00329,Hipotecario,2025-08-23,45910.06,28072.08,24,0.1926,Vigente,0,0,280.72,2281.35,2657.91,0.8583
L000922,C00544,Capital de Trabajo,2023-08-21,78314.65,24847.24,60,0.1723,Vigente,0,0,248.47,1530.14,16624.05,0.092
L000923,C00783,Hipotecario,2025-08-04,53515.3,29294.51,36,0.206,Cancelado,0,0,292.95,1792.76,21816.53,0.0822
L000924,C00997,Hipotecario,2023-09-18,83529.44,57147.07,12,0.1507,Vigente,0,0,571.47,8009.78,31840.2,0.2516
L000925,C00845,Consumo,2022-07-26,32342.93,26949.16,72,0.1371,Vigente,0,0,269.49,510.79,11753.53,0.0435
L000926,C01193,Hipotecario,2026-02-19,23496.36,6670.05,24,0.3111,Vigente,0,0,66.7,1283.59,14995.81,0.0856
L000927,C00366,Consumo,2024-07-08,13700.21,12299.67,48,0.2294,Vigente,0,0,123.0,350.9,8139.14,0.0431
L000928,C00655,Consumo,2024-06-20,49241.44,30500.09,12,0.1497,Cancelado,0,0,305.0,4717.74,14740.56,0.3201
L000929,C00760,Capital de Trabajo,2022-09-01,57294.52,50491.16,120,0.11,Vigente,12,1-30,1514.73,529.97,17737.9,0.0299
L000930,C00639,Consumo,2023-07-20,35512.61,14179.59,12,0.22,Cancelado,0,0,141.8,3610.45,19488.39,0.1853
L000931,C01064,Consumo,2022-07-15,41285.69,13939.12,12,0.3089,Vigente,0,0,139.39,4503.24,9970.5,0.4517
L000932,C00924,Capital de Trabajo,2025-02-18,124481.7,45852.92,24,0.2254,Vigente,32,31-60,4585.29,6355.83,9721.23,0.6538
L000933,C00416,Vehicular,2023-04-30,52736.33,20023.91,48,0.15,Vigente,0,0,200.24,1263.47,13372.31,0.0945
L000934,C00255,Tarjeta,2024-08-12,24969.95,24342.18,24,0.2538,Vigente,0,0,243.42,1304.47,14646.19,0.0891
L000935,C01167,Consumo,2024-11-16,98244.35,69765.24,48,0.3369,Vigente,0,0,697.65,2736.31,3732.86,0.733
L000936,C00710,Capital de Trabajo,2022-06-16,48944.65,46464.18,120,0.3017,Vigente,0,0,464.64,530.93,21380.47,0.0248
L000937,C00577,Consumo,2022-07-06,11695.42,10545.21,48,0.2208,Vigente,0,0,105.45,297.45,9016.87,0.033
L000938,C00900,Hipotecario,2022-08-13,39198.37,25996.68,60,0.1911,Vigente,0,0,259.97,778.15,3932.77,0.1979
L000939,C00011,Hipotecario,2022-08-13,17002.69,10839.06,24,0.217,Vigente,0,0,108.39,862.18,14115.85,0.0611
L000940,C00026,Consumo,2024-01-12,9379.39,5915.3,36,0.3099,Vigente,0,0,59.15,341.28,12955.81,0.0263
L000941,C00957,Tarjeta,2025-07-15,32268.19,31736.59,24,0.2197,Vigente,0,0,317.37,1639.9,18564.43,0.0883
L000942,C00421,Tarjeta,2026-01-02,133799.39,46811.7,120,0.3295,Vigente,0,0,468.12,1482.39,9588.07,0.1546
L000943,C00496,Hipotecario,2025-07-12,58002.11,22678.12,36,0.2196,Vigente,0,0,226.78,1964.98,12725.36,0.1544
L000944,C00237,Consumo,2023-09-09,63367.26,52882.15,24,0.3165,Vigente,0,0,528.82,3475.96,13248.64,0.2624
L000945,C01009,Consumo,2024-06-14,3906.29,1349.38,48,0.1141,Vigente,0,0,13.49,90.67,3045.66,0.0298
L000946,C00219,Hipotecario,2023-12-29,26079.37,9098.81,120,0.1563,Vigente,22,1-30,272.96,251.3,12055.21,0.0208
L000947,C00461,Tarjeta,2026-01-30,41516.78,32225.3,60,0.1975,Vigente,0,0,322.25,828.61,10578.97,0.0783
L000948,C00663,Consumo,2025-01-09,49773.06,27183.19,12,0.168,Vigente,0,0,271.83,4844.58,15602.73,0.3105
L000949,C00635,Hipotecario,2022-09-14,21537.26,8552.54,24,0.2344,Vigente,0,0,85.53,1107.73,11260.15,0.0984
L000950,C01168,Hipotecario,2023-09-17,33506.41,11473.47,48,0.2329,Vigente,0,0,114.73,860.63,15742.26,0.0547
L000951,C00990,Consumo,2024-09-05,12496.53,7018.92,48,0.1878,Vigente,0,0,70.19,309.24,9563.65,0.0323
L000952,C00189,Tarjeta,2025-06-13,50662.69,20275.19,48,0.0859,Vigente,0,0,202.75,1146.14,13500.27,0.0849
L000953,C00255,Tarjeta,2023-08-23,28159.76,21495.04,72,0.1937,Cancelado,0,0,214.95,466.87,11251.43,0.0415
L000954,C00068,Capital de Trabajo,2025-06-23,143380.92,44115.87,12,0.0978,Vigente,58,31-60,4411.59,13116.96,5942.89,2.2072
L000955,C00616,Consumo,2023-10-13,244588.92,160920.88,36,0.2117,Vigente,0,0,1609.21,8232.46,40102.94,0.2053
L000956,C00336,Tarjeta,2024-07-31,26400.12,18259.96,12,0.283,Vigente,0,0,182.6,2822.61,13440.87,0.21
L000957,C00671,Consumo,2025-06-03,17316.38,11285.21,36,0.0848,Vigente,0,0,112.85,521.8,13555.6,0.0385
L000958,C00821,Vehicular,2024-10-06,72555.43,37516.92,120,0.2495,Vigente,0,0,375.17,755.48,6670.43,0.1133
L000959,C00874,Consumo,2024-08-28,61963.04,36500.58,120,0.2685,Vigente,0,0,365.01,655.0,7872.76,0.0832
L000960,C00300,Tarjeta,2024-07-24,11023.54,9665.89,60,0.1664,Vigente,0,0,96.66,214.3,14087.84,0.0152
L000961,C00357,Consumo,2023-12-25,33453.5,19193.57,60,0.3082,Vigente,0,0,191.94,729.4,8511.0,0.0857
L000962,C00256,Consumo,2023-11-25,39780.64,30690.65,180,0.2082,Vigente,42,31-60,3069.07,267.02,16770.36,0.0159
L000963,C01008,Capital de Trabajo,2023-07-21,65217.46,53919.67,180,0.1773,Vigente,0,0,539.2,426.56,15288.67,0.0279
L000964,C00353,Consumo,2022-07-10,169363.24,64925.19,36,0.1417,Vigente,0,0,649.25,5371.17,2835.04,1.8946
L000965,C00524,Tarjeta,2025-03-23,48938.83,20284.96,36,0.2742,Vigente,0,0,202.85,1732.16,7008.86,0.2471
L000966,C00950,Tarjeta,2024-09-24,33501.83,30168.7,24,0.0976,Cancelado,0,0,301.69,1532.15,18944.8,0.0809
L000967,C00756,Capital de Trabajo,2022-05-18,128670.35,61524.16,24,0.259,Vigente,68,61-90,15381.04,6749.83,15018.75,0.4494
L000968,C00284,Tarjeta,2023-05-10,24760.25,21182.04,48,0.3264,Cancelado,0,0,211.82,684.21,9554.27,0.0716
L000969,C00099,Tarjeta,2025-05-23,56672.02,44642.4,36,0.219,Vigente,0,0,446.42,1918.98,13568.54,0.1414
L000970,C00197,Capital de Trabajo,2023-04-18,82945.95,62461.59,24,0.2089,Vigente,64,61-90,15615.4,4178.06,6573.79,0.6356
L000971,C00482,Capital de Trabajo,2024-07-02,7951.0,2160.92,12,0.1039,Vigente,0,0,21.61,731.43,14278.36,0.0512
L000972,C00878,Capital de Trabajo,2023-08-23,170403.26,109439.87,120,0.1386,Vigente,0,0,1094.4,1616.84,2673.11,0.6049
L000973,C00615,Capital de Trabajo,2025-07-31,18448.66,7538.46,24,0.2542,Vigente,0,0,75.38,964.1,13004.77,0.0741
L000974,C00618,Consumo,2024-05-28,29898.49,18427.15,36,0.2375,Vigente,0,0,184.27,1027.76,4564.95,0.2251
L000975,C00368,Tarjeta,2024-06-03,287143.91,106915.4,72,0.2994,Cancelado,0,0,1069.15,5182.15,42859.87,0.1209
L000976,C00570,Consumo,2025-10-12,34912.13,32381.2,12,0.2034,Vigente,0,0,323.81,3501.1,1971.42,1.7759
L000977,C00590,Consumo,2025-07-04,54026.36,39453.32,48,0.3125,Vigente,60,31-60,3945.33,1477.28,11259.68,0.1312
L000978,C01099,Consumo,2025-02-23,64916.81,21601.14,24,0.3361,Vigente,0,0,216.01,3613.97,2355.2,1.5345
L000979,C01066,Capital de Trabajo,2022-08-25,52135.53,40363.11,60,0.2648,Vigente,0,0,403.63,1099.02,21989.07,0.05
L000980,C00422,Consumo,2025-10-14,138294.24,56455.44,120,0.1095,Refinanciado,0,0,564.55,1278.65,11979.37,0.1067
L000981,C00836,Tarjeta,2022-08-02,17214.2,5926.61,48,0.147,Vigente,0,0,59.27,411.35,11402.28,0.0361
L000982,C00545,Vehicular,2023-09-30,25481.4,21754.52,72,0.1806,Vigente,0,0,217.55,417.82,20512.66,0.0204
L000983,C00071,Capital de Trabajo,2023-08-11,52463.55,33629.17,60,0.2263,Vigente,0,0,336.29,1072.27,7399.06,0.1449
L000984,C01129,Consumo,2026-03-19,7072.51,3274.13,12,0.2799,Cancelado,0,0,32.74,754.34,6708.55,0.1124
L000985,C01125,Capital de Trabajo,2023-04-14,71273.61,45712.8,60,0.3173,Vigente,0,0,457.13,1564.81,10568.34,0.1481
L000986,C00768,Capital de Trabajo,2024-07-11,90438.39,58322.52,36,0.2868,Vigente,116,>90,29161.26,3232.67,12696.42,0.2546
L000987,C00307,Hipotecario,2022-08-31,7698.23,1958.86,24,0.1857,Cancelado,0,0,19.59,380.32,2763.71,0.1376
L000988,C00377,Capital de Trabajo,2023-05-26,66050.87,39485.13,72,0.3121,Vigente,0,0,394.85,1203.69,3891.58,0.3093
L000989,C00655,Tarjeta,2025-11-01,25362.98,15350.26,36,0.1941,Cancelado,0,0,153.5,841.28,21083.27,0.0399
L000990,C00678,Consumo,2024-11-16,13516.59,13180.56,60,0.1478,Vigente,43,31-60,1318.06,258.57,15348.84,0.0168
L000991,C00399,Capital de Trabajo,2025-11-02,168756.77,122767.31,36,0.1134,Vigente,0,0,1227.67,5219.27,7818.74,0.6675
L000992,C00221,Capital de Trabajo,2022-10-19,112902.87,91929.27,24,0.1008,Vigente,0,0,919.29,5178.48,9378.56,0.5522
L000993,C00182,Tarjeta,2025-06-04,27349.9,25715.07,48,0.1726,Cancelado,0,0,257.15,668.14,10872.62,0.0615
L000994,C00307,Tarjeta,2024-05-06,48622.88,42532.78,48,0.3116,Cancelado,0,0,425.33,1328.62,15892.22,0.0836
L000995,C00522,Tarjeta,2022-07-06,22190.56,22016.61,60,0.3141,Vigente,0,0,220.17,486.01,11472.42,0.0424
L000996,C01014,Consumo,2023-11-17,25747.96,7743.83,48,0.0998,Cancelado,0,0,77.44,589.95,21866.48,0.027
L000997,C00004,Tarjeta,2025-12-03,11804.83,6559.36,12,0.1245,Vigente,0,0,65.59,1106.21,11599.22,0.0954
L000998,C00863,Tarjeta,2025-09-25,24975.11,24529.89,24,0.3101,Vigente,0,0,245.3,1363.33,11660.75,0.1169
L000999,C00848,Hipotecario,2026-02-14,281805.99,141693.04,36,0.2618,Vigente,42,31-60,14169.3,9877.3,13188.31,0.7489
L001000,C00804,Consumo,2025-09-15,10509.71,6179.71,180,0.0858,Cancelado,0,0,61.8,63.4,3390.97,0.0187
L001001,C00215,Tarjeta,2023-03-07,29115.52,18479.54,48,0.3346,Vigente,0,0,184.8,809.53,12569.43,0.0644
L001002,C00972,Consumo,2026-01-07,205384.77,84356.71,36,0.3366,Vigente,0,0,843.57,7625.48,41729.16,0.1827
L001003,C00101,Consumo,2025-01-10,31570.67,24948.51,60,0.1528,Vigente,0,0,249.49,606.58,18565.15,0.0327
L001004,C00963,Consumo,2024-12-18,57944.38,24543.93,24,0.0835,Cancelado,0,0,245.44,2615.95,6885.24,0.3799
L001005,C00573,Tarjeta,2022-12-28,58512.27,24853.11,12,0.2948,Vigente,0,0,248.53,6313.47,9858.96,0.6404
L001006,C00658,Vehicular,2026-02-09,32478.7,13774.6,24,0.1104,Vigente,0,0,137.75,1502.68,10621.47,0.1415
L001007,C00939,Hipotecario,2025-09-22,12781.15,3394.18,36,0.1726,Vigente,0,0,33.94,416.31,3889.61,0.107
L001008,C01087,Consumo,2024-10-22,4263.53,3334.26,36,0.1139,Vigente,0,0,33.34,131.92,20687.89,0.0064
L001009,C00226,Tarjeta,2025-02-08,40326.07,12107.11,12,0.3048,Vigente,0,0,121.07,4384.79,19323.77,0.2269
L001010,C00105,Hipotecario,2024-12-02,115964.42,79472.96,36,0.3288,Vigente,0,0,794.73,4280.38,38351.54,0.1116
L001011,C00772,Consumo,2026-01-11,11036.42,10984.85,24,0.3294,Vigente,0,0,109.85,611.33,11755.07,0.052
L001012,C00429,Tarjeta,2025-07-30,12067.68,9378.22,72,0.1401,Vigente,0,0,93.78,191.09,17325.65,0.011
L001013,C00434,Consumo,2024-02-08,59232.74,55231.41,60,0.2752,Vigente,0,0,552.31,1258.89,17775.96,0.0708
L001014,C01052,Tarjeta,2023-06-17,6339.57,6118.83,48,0.2169,Vigente,0,0,61.19,160.72,5499.33,0.0292
L001015,C00682,Tarjeta,2026-02-12,14935.47,4599.43,48,0.2679,Vigente,0,0,45.99,394.51,8734.0,0.0452
L001016,C00588,Tarjeta,2022-08-17,33160.23,15839.17,24,0.2237,Vigente,0,0,158.39,1690.76,14343.11,0.1179
L001017,C01093,Tarjeta,2026-01-07,57976.05,42657.82,24,0.099,Refinanciado,0,0,426.58,2654.82,6474.53,0.41
L001018,C00866,Tarjeta,2024-03-17,51461.3,16204.23,72,0.1073,Vigente,0,0,162.04,791.43,2950.35,0.2682
L001019,C00746,Capital de Trabajo,2025-08-21,86168.8,72600.79,48,0.0817,Vigente,0,0,726.01,1941.85,6426.31,0.3022
L001020,C01191,Consumo,2025-09-11,18558.1,7498.88,180,0.3021,Vigente,0,0,74.99,134.25,6003.22,0.0224
L001021,C00864,Consumo,2025-06-11,36212.25,22332.17,120,0.3379,Vigente,0,0,223.32,403.74,15248.53,0.0265
L001022,C00368,Hipotecario,2024-12-19,283900.58,234219.22,48,0.2761,Vigente,0,0,2342.19,7547.62,47674.24,0.1583
L001023,C00251,Tarjeta,2023-11-10,50658.96,24259.42,36,0.1568,Vigente,0,0,242.59,1627.84,11794.49,0.138
L001024,C00859,Consumo,2025-12-27,60480.98,48433.4,36,0.1115,Cancelado,0,0,484.33,1867.35,3264.47,0.572
L001025,C00856,Hipotecario,2025-04-18,29677.2,16288.91,48,0.3295,Vigente,40,31-60,1628.89,822.0,14604.22,0.0563
L001026,C01194,Hipotecario,2023-04-20,63964.43,19131.65,36,0.1985,Vigente,0,0,191.32,2129.48,9483.65,0.2245
L001027,C01114,Consumo,2024-03-31,40566.95,24208.4,36,0.113,Vigente,0,0,242.08,1254.19,18039.97,0.0695
L001028,C00561,Capital de Trabajo,2025-07-31,19795.5,12029.94,12,0.2193,Vigente,0,0,120.3,2011.39,21744.36,0.0925
L001029,C00294,Tarjeta,2024-10-11,43249.56,25802.09,36,0.3393,Vigente,0,0,258.02,1609.0,10452.52,0.1539
L001030,C00919,Capital de Trabajo,2023-06-01,52877.25,26579.36,120,0.2075,Vigente,0,0,265.79,532.08,14421.1,0.0369
L001031,C01174,Tarjeta,2024-09-23,24811.76,10919.71,72,0.1093,Vigente,0,0,109.2,382.27,14595.29,0.0262
L001032,C01156,Capital de Trabajo,2025-12-13,75859.89,49723.33,72,0.1232,Vigente,0,0,497.23,1183.41,13461.59,0.0879
L001033,C00433,Tarjeta,2026-03-17,42148.34,16835.21,24,0.1844,Vigente,0,0,168.35,2080.02,5869.17,0.3544
L001034,C00059,Consumo,2022-08-09,63119.37,33706.88,60,0.1738,Vigente,0,0,337.07,1234.83,15836.72,0.078
L001035,C00969,Vehicular,2022-10-20,36059.86,26615.06,12,0.2409,Vigente,0,0,266.15,3728.89,12445.12,0.2996
L001036,C00836,Consumo,2025-06-04,64350.68,44584.4,24,0.1522,Vigente,0,0,445.84,3089.37,5081.5,0.608
L001037,C00199,Vehicular,2022-11-14,86234.23,65682.19,36,0.1217,Cancelado,0,0,656.82,2686.91,12515.35,0.2147
L001038,C00215,Capital de Trabajo,2024-01-10,54921.14,26033.33,36,0.3016,Vigente,0,0,260.33,1985.7,4208.75,0.4718
L001039,C00898,Capital de Trabajo,2026-03-16,9990.74,6616.5,24,0.1924,Vigente,0,0,66.17,496.37,3377.71,0.147
L001040,C00472,Tarjeta,2025-08-04,38821.01,20236.15,72,0.0801,Vigente,0,0,202.36,582.37,40052.24,0.0145
L001041,C00247,Consumo,2022-09-30,6002.65,4087.36,60,0.0985,Vigente,0,0,40.87,109.9,2778.07,0.0396
L001042,C00382,Capital de Trabajo,2025-05-31,37184.33,10383.48,24,0.1797,Vigente,0,0,103.83,1827.76,16963.92,0.1077
L001043,C00991,Vehicular,2022-06-03,66019.23,23745.41,12,0.2204,Vigente,0,0,237.45,6714.16,18703.86,0.359
L001044,C00927,Tarjeta,2025-05-01,15563.26,5678.43,12,0.1883,Vigente,0,0,56.78,1541.15,21712.63,0.071
L001045,C01192,Tarjeta,2024-11-17,30343.55,21599.82,72,0.2606,Vigente,7,1-30,647.99,531.26,12925.47,0.0411
L001046,C00560,Consumo,2023-10-10,25066.1,10644.27,12,0.1389,Vigente,0,0,106.44,2378.98,13158.09,0.1808
L001047,C01075,Tarjeta,2025-08-29,158561.99,78268.91,12,0.2432,Vigente,0,0,782.69,16427.02,41985.43,0.3913
L001048,C00689,Capital de Trabajo,2023-08-06,49818.74,45348.06,72,0.2226,Vigente,0,0,453.48,845.95,4462.09,0.1896
L001049,C00380,Consumo,2022-10-07,32867.41,31892.17,24,0.2279,Vigente,0,0,318.92,1681.58,5322.64,0.3159
L001050,C00474,Capital de Trabajo,2024-12-23,107002.53,83811.55,60,0.1695,Refinanciado,0,0,838.12,2085.66,9515.81,0.2192
L001051,C01104,Tarjeta,2024-04-25,90423.65,74191.33,24,0.1747,Refinanciado,84,61-90,18547.83,4425.86,18911.47,0.234
L001052,C00697,Consumo,2023-02-01,56287.8,28735.42,36,0.1439,Refinanciado,0,0,287.35,1788.54,11561.4,0.1547
L001053,C00911,Vehicular,2022-08-16,5786.33,1626.18,24,0.2003,Vigente,0,0,16.26,289.39,2458.56,0.1177
L001054,C00960,Capital de Trabajo,2026-02-13,97838.57,34641.7,36,0.2084,Vigente,0,0,346.42,3284.11,4128.24,0.7955
L001055,C00478,Consumo,2022-10-27,64704.65,43532.53,24,0.3235,Vigente,0,0,435.33,3568.19,3352.72,1.0643
L001056,C01004,Consumo,2025-02-19,166932.41,108702.81,72,0.1689,Vigente,0,0,1087.03,2710.1,11078.8,0.2446
L001057,C00926,Hipotecario,2023-11-13,12160.31,5904.66,12,0.0991,Vigente,0,0,59.05,1113.78,5445.76,0.2045
L001058,C00707,Vehicular,2022-07-10,14482.66,6628.03,48,0.1708,Cancelado,45,31-60,662.8,353.26,9833.16,0.0359
L001059,C00854,Tarjeta,2023-12-23,160892.08,66923.46,12,0.0986,Vigente,0,0,669.23,14729.67,5755.67,2.5592
L001060,C01138,Consumo,2023-07-18,60806.09,51215.42,12,0.1331,Cancelado,0,0,512.15,5741.62,3916.12,1.4662
L001061,C01017,Vehicular,2023-05-06,27420.26,12943.67,24,0.2297,Vigente,24,1-30,388.31,1404.95,7612.48,0.1846
L001062,C00754,Hipotecario,2025-04-22,4158.29,1577.99,180,0.0924,Refinanciado,1,1-30,47.34,25.24,6894.81,0.0037
L001063,C00503,Hipotecario,2022-10-17,29189.13,12497.1,24,0.2332,Vigente,0,0,124.97,1499.83,15518.38,0.0966
L001064,C00817,Tarjeta,2023-07-08,50521.31,41422.88,120,0.1101,Vigente,0,0,414.23,467.36,11585.39,0.0403
L001065,C00588,Tarjeta,2022-11-06,5281.05,2752.04,36,0.2857,Vigente,0,0,27.52,188.61,12806.44,0.0147
L001066,C00708,Capital de Trabajo,2024-08-03,71705.63,55611.22,48,0.3098,Cancelado,0,0,556.11,1956.67,19083.62,0.1025
L001067,C01068,Tarjeta,2023-02-19,54520.85,39953.17,12,0.1214,Refinanciado,0,0,399.53,5094.97,12414.88,0.4104
L001068,C01108,Capital de Trabajo,2025-02-09,176500.07,171843.53,24,0.2735,Vigente,0,0,1718.44,9365.53,13347.98,0.7016
L001069,C00207,Hipotecario,2023-03-31,1982.05,814.53,36,0.2665,Cancelado,2,1-30,24.44,69.73,5736.36,0.0122
L001070,C00151,Hipotecario,2024-09-14,240708.13,142732.87,24,0.3028,Vigente,0,0,1427.33,13066.44,27668.07,0.4723
L001071,C00668,Consumo,2023-03-01,54364.52,36883.21,48,0.0897,Vigente,0,0,368.83,1234.19,1954.56,0.6314
L001072,C00528,Tarjeta,2025-10-29,43391.14,39011.32,48,0.1225,Vigente,0,0,390.11,1014.72,10239.94,0.0991
L001073,C00165,Vehicular,2025-10-05,36300.1,33453.59,24,0.2906,Vigente,0,0,334.54,1952.04,2516.49,0.7757
L001074,C00917,Hipotecario,2025-05-06,24357.56,20650.66,48,0.3198,Vigente,0,0,206.51,669.73,8705.08,0.0769
L001075,C01169,Hipotecario,2024-03-05,4749.91,2190.43,60,0.0861,Vigente,1,1-30,65.71,85.98,2878.18,0.0299
L001076,C01010,Tarjeta,2023-12-18,6198.29,5619.79,24,0.1042,Vigente,0,0,56.2,285.17,19493.87,0.0146
L001077,C00037,Consumo,2022-11-04,18321.61,7925.64,12,0.2824,Vigente,0,0,79.26,1957.97,21812.65,0.0898
L001078,C00333,Vehicular,2024-09-30,54645.65,41945.92,36,0.3065,Vigente,0,0,419.46,1983.18,9737.33,0.2037
L001079,C00403,Hipotecario,2024-08-26,63717.5,18068.96,36,0.1816,Refinanciado,0,0,180.69,2091.35,12751.83,0.164
L001080,C00414,Consumo,2023-08-25,50937.0,27937.43,24,0.2027,Vigente,0,0,279.37,2552.58,6444.49,0.3961
L001081,C00045,Consumo,2022-07-20,64884.1,63085.55,72,0.3098,Vigente,0,0,630.86,1180.35,18165.11,0.065
L001082,C00206,Consumo,2022-12-18,59037.83,23933.12,24,0.2635,Vigente,0,0,239.33,3108.1,5012.31,0.6201
L001083,C00062,Tarjeta,2024-01-21,19951.78,19124.42,180,0.1974,Vigente,0,0,191.24,132.72,4070.58,0.0326
L001084,C00420,Capital de Trabajo,2025-08-18,38671.93,14248.91,72,0.3308,Refinanciado,0,0,142.49,714.79,12617.46,0.0567
L001085,C00868,Hipotecario,2025-04-22,11442.92,3343.65,24,0.321,Vigente,0,0,33.44,629.84,10539.96,0.0598
L001086,C00820,Vehicular,2022-08-25,36677.23,26682.35,48,0.165,Vigente,0,0,266.82,890.19,6432.29,0.1384
L001087,C00019,Consumo,2025-08-23,52391.65,35961.38,36,0.158,Vigente,0,0,359.61,1685.26,16124.97,0.1045
L001088,C00365,Tarjeta,2025-04-04,296189.89,225940.64,24,0.127,Vigente,0,0,2259.41,13908.58,23864.81,0.5828
L001089,C01031,Hipotecario,2025-07-11,44109.29,43912.85,48,0.2254,Cancelado,0,0,439.13,1126.07,12654.6,0.089
L001090,C00428,Consumo,2025-09-21,14836.67,14783.06,48,0.2788,Vigente,0,0,147.83,395.27,3327.04,0.1188
L001091,C01141,Vehicular,2024-07-02,55653.61,31780.21,48,0.1679,Vigente,0,0,317.8,1354.12,8385.67,0.1615
L001092,C00580,Tarjeta,2024-05-26,9822.04,4848.8,48,0.335,Refinanciado,0,0,48.49,273.18,12244.38,0.0223
L001093,C00546,Consumo,2026-01-19,61530.24,43455.59,12,0.3148,Vigente,0,0,434.56,6741.66,8542.49,0.7892
L001094,C00325,Tarjeta,2023-04-11,94522.32,84398.81,12,0.2636,Refinanciado,0,0,843.99,9953.2,14280.83,0.697
L001095,C00055,Tarjeta,2025-01-09,51330.51,35862.13,180,0.1774,Refinanciado,0,0,358.62,335.76,9675.87,0.0347
L001096,C00778,Capital de Trabajo,2025-08-29,133181.28,108093.45,24,0.2602,Vigente,0,0,1080.93,6993.13,8154.05,0.8576
L001097,C00992,Tarjeta,2024-06-27,125491.77,95561.74,48,0.2369,Cancelado,0,0,955.62,3233.77,8616.99,0.3753
L001098,C00042,Consumo,2023-03-02,48150.56,31250.97,120,0.2435,Vigente,0,0,312.51,498.96,5366.39,0.093
L001099,C00231,Tarjeta,2025-11-16,56039.31,55736.15,60,0.2901,Vigente,0,0,557.36,1204.94,14376.34,0.0838
L001100,C00453,Consumo,2023-03-10,2598.17,839.11,24,0.1309,Vigente,0,0,8.39,122.43,6922.96,0.0177
L001101,C00394,Tarjeta,2024-08-22,122900.03,85206.17,24,0.2624,Vigente,0,0,852.06,6464.54,7729.26,0.8364
L001102,C01152,Capital de Trabajo,2023-12-14,69500.92,43557.67,36,0.2435,Vigente,0,0,435.58,2400.68,10479.96,0.2291
L001103,C00691,Tarjeta,2023-07-09,16893.41,15702.27,36,0.3098,Cancelado,0,0,157.02,614.64,6537.52,0.094
L001104,C00392,Consumo,2023-06-09,1911.99,1808.19,48,0.3237,Vigente,0,0,18.08,52.73,14866.58,0.0035
L001105,C00604,Hipotecario,2024-06-19,23386.74,18948.66,24,0.2212,Vigente,0,0,189.49,1190.0,8769.42,0.1357
